Rank,Filename,Sector,Overall_Score,Match_Percentage,Text_Similarity,Skill_Score,Experience_Score,Education_Score,Experience_Years,Education_Level,Skills_Count,All_Skills,Recommendations,File_Path
1535,24647794.pdf,ENGINEERING,0.2758,27.58,0.0531,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\24647794.pdf
1536,99806115.pdf,APPAREL,0.2758,27.58,0.0281,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\APPAREL\99806115.pdf
1537,18036030.pdf,CHEF,0.2756,27.56,0.0523,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\CHEF\18036030.pdf
1538,91051945.pdf,ADVOCATE,0.2755,27.55,0.052,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\ADVOCATE\91051945.pdf
1539,38059130.pdf,ADVOCATE,0.2754,27.54,0.0516,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\ADVOCATE\38059130.pdf
1540,22593054.pdf,ARTS,0.2753,27.53,0.0313,0.25,0.7,0.3333,29,1,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Consider pursuing higher education qualifications",..\data\data\data\ARTS\22593054.pdf
1541,11624880.pdf,PUBLIC-RELATIONS,0.2753,27.53,0.0511,0.25,0.0,1.0,0,3,4,DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\11624880.pdf
1542,10176815.pdf,AVIATION,0.2752,27.52,0.051,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\10176815.pdf
1543,33665485.pdf,APPAREL,0.2752,27.52,0.0508,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\33665485.pdf
1544,27485716.pdf,INFORMATION-TECHNOLOGY,0.2749,27.49,0.0498,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\27485716.pdf
1545,25080805.pdf,BANKING,0.2749,27.49,0.0497,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\BANKING\25080805.pdf
1546,14150896.pdf,ARTS,0.2749,27.49,0.1621,0.1875,0.0,1.0,0,3,3,PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\14150896.pdf
1547,17641670.pdf,INFORMATION-TECHNOLOGY,0.2748,27.48,0.0494,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\17641670.pdf
1548,16038911.pdf,FITNESS,0.2748,27.48,0.0242,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\16038911.pdf
1549,11187796.pdf,ARTS,0.2747,27.47,0.0488,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\ARTS\11187796.pdf
1550,63989974.pdf,AUTOMOBILE,0.2747,27.47,0.0338,0.0,0.775,1.0,13,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem",..\data\data\data\AUTOMOBILE\63989974.pdf
1551,23190306.pdf,APPAREL,0.2746,27.46,0.0484,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\23190306.pdf
1552,29772450.pdf,CHEF,0.2746,27.46,0.0233,0.375,0.0,0.6667,0,2,6,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\29772450.pdf
1553,27917969.pdf,HEALTHCARE,0.2746,27.46,0.0482,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, sem, seo, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\HEALTHCARE\27917969.pdf
1554,26908066.pdf,HEALTHCARE,0.2745,27.45,0.048,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\HEALTHCARE\26908066.pdf
1555,25857360.pdf,INFORMATION-TECHNOLOGY,0.2745,27.45,0.023,0.125,0.75,0.6667,14,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\25857360.pdf
1556,14496667.pdf,ACCOUNTANT,0.2744,27.44,0.0475,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\ACCOUNTANT\14496667.pdf
1557,42546558.pdf,AVIATION,0.2743,27.43,0.0473,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\42546558.pdf
1558,26341645.pdf,AUTOMOBILE,0.2743,27.43,0.047,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\AUTOMOBILE\26341645.pdf
1559,85918100.pdf,SALES,0.2742,27.42,0.022,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | MARKETING:seo | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, sem, google analytics, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\SALES\85918100.pdf
1560,17681064.pdf,INFORMATION-TECHNOLOGY,0.2741,27.41,0.0463,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\17681064.pdf
1561,24977396.pdf,PUBLIC-RELATIONS,0.2741,27.41,0.0463,0.25,0.0,1.0,0,3,4,DIGITAL-MEDIA:sem | MARKETING:sem | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\24977396.pdf
1562,72807293.pdf,APPAREL,0.274,27.4,0.046,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\72807293.pdf
1563,24647386.pdf,BUSINESS-DEVELOPMENT,0.2739,27.39,0.0458,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\BUSINESS-DEVELOPMENT\24647386.pdf
1564,16332348.pdf,ADVOCATE,0.2738,27.38,0.0452,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, sem, seo, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\ADVOCATE\16332348.pdf
1565,70198580.pdf,AVIATION,0.2736,27.36,0.0445,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\70198580.pdf
1566,16507693.pdf,AGRICULTURE,0.2734,27.34,0.0437,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\AGRICULTURE\16507693.pdf
1567,32441790.pdf,PUBLIC-RELATIONS,0.2734,27.34,0.0435,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\32441790.pdf
1568,11393213.pdf,CONSTRUCTION,0.2733,27.33,0.0257,0.0625,0.925,0.6667,7,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\11393213.pdf
1569,27126818.pdf,TEACHER,0.2733,27.33,0.043,0.25,0.0,1.0,0,5,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\27126818.pdf
1570,12212468.pdf,CONSTRUCTION,0.2732,27.32,0.0229,0.25,0.7,0.3333,16,1,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\12212468.pdf
1571,12488356.pdf,ENGINEERING,0.2731,27.31,0.0426,0.25,0.0,1.0,0,5,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\12488356.pdf
1572,12693146.pdf,CONSTRUCTION,0.2731,27.31,0.0424,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:seo | MARKETING:seo | PHARMACEUTICAL:marketing,"Consider developing skills in: sales, adobe creative suite, analytics, sem, google analytics | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\12693146.pdf
1573,26834746.pdf,ENGINEERING,0.2731,27.31,0.0472,0.125,0.7,0.6667,30,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Consider pursuing higher education qualifications",..\data\data\data\ENGINEERING\26834746.pdf
1574,16378091.pdf,CONSTRUCTION,0.273,27.3,0.0171,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\16378091.pdf
1575,32794700.pdf,ARTS,0.273,27.3,0.0419,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\ARTS\32794700.pdf
1576,24673903.pdf,CHEF,0.2729,27.29,0.0418,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\CHEF\24673903.pdf
1577,34758680.pdf,BANKING,0.2729,27.29,0.0415,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, sem, seo, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\BANKING\34758680.pdf
1578,14455622.pdf,AUTOMOBILE,0.2728,27.28,0.0414,0.25,0.0,1.0,0,3,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\AUTOMOBILE\14455622.pdf
1579,23814777.pdf,HEALTHCARE,0.2728,27.28,0.0162,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\23814777.pdf
1580,93436805.pdf,CONSTRUCTION,0.2728,27.28,0.0412,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\93436805.pdf
1581,30713796.pdf,BANKING,0.2728,27.28,0.016,0.375,0.0,0.6667,0,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BANKING\30713796.pdf
1582,12668625.pdf,APPAREL,0.2727,27.27,0.0408,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\12668625.pdf
1583,24754689.pdf,ADVOCATE,0.2727,27.27,0.0408,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\ADVOCATE\24754689.pdf
1584,22732234.pdf,AUTOMOBILE,0.2726,27.26,0.0405,0.25,0.0,1.0,0,4,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience",..\data\data\data\AUTOMOBILE\22732234.pdf
1585,15575117.pdf,HR,0.2726,27.26,0.0404,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\HR\15575117.pdf
1586,65062795.pdf,CONSULTANT,0.2726,27.26,0.0402,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\CONSULTANT\65062795.pdf
1587,79541391.pdf,INFORMATION-TECHNOLOGY,0.2724,27.24,0.0395,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\79541391.pdf
1588,55477468.pdf,SALES,0.2723,27.23,0.0393,0.25,0.0,1.0,0,4,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\SALES\55477468.pdf
1589,35564026.pdf,BANKING,0.2721,27.21,0.0386,0.25,0.0,1.0,0,3,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\BANKING\35564026.pdf
1590,44624796.pdf,ENGINEERING,0.2721,27.21,0.0184,0.25,0.7,0.3333,25,1,4,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Consider pursuing higher education qualifications",..\data\data\data\ENGINEERING\44624796.pdf
1591,18905648.pdf,DIGITAL-MEDIA,0.2721,27.21,0.1007,0.4375,0.0,0.3333,0,1,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DIGITAL-MEDIA\18905648.pdf
